ENSEMBL	SYMBOL	log2FoldChange	lfcSE	stat	pvalue	padj	foldChange
ENSG00000001631.14	KRIT1	0.0446111824492566	0.0778354667157473	0.573147233923261	0.566545008042705	0.747095808420753	1.03140517011321
ENSG00000002016.16	RAD52	0.0257221006187094	0.10160714212927	0.253152485934349	0.800150381511694	0.896655221619304	1.01798909055315
ENSG00000002330.13	BAD	-0.0390045019872747	0.108952006634882	-0.357997096079065	0.720345486722973	0.848507179059718	-1.02740464543103
ENSG00000002549.12	LAP3	-0.0553210174513777	0.0927317482157699	-0.59657041429496	0.550794228940026	0.734808526118671	-1.03909028798882
ENSG00000002586.18	CD99	NA	NA	NA	NA	NA	NA
ENSG00000002587.9	HS3ST1	-0.0524788640946066	0.063714162773817	-0.823660891235513	0.410132266953549	NA	-1.03704526338182
ENSG00000002726.19	AOC1	0.121540511546583	0.152599406594441	0.796467786205734	0.425760192102465	NA	1.08789589912236
ENSG00000002745.12	WNT16	-0.288407606273131	0.149926971377413	-1.92365392046184	0.0543979775122819	NA	-1.22129151681293
ENSG00000002746.14	HECW1	-0.015671669712226	0.0498142554104019	-0.314602107029658	0.753063779167561	NA	-1.01092198781737
ENSG00000002822.15	MAD1L1	0.221531258676044	0.105945424287445	2.09099411480951	0.0365285915433262	0.139504008746398	1.16597047658787
ENSG00000002834.17	LASP1	0.179045440076364	0.0941350739035394	1.90200562502168	0.0571704192209194	0.189002915708309	1.13213456000735
ENSG00000002919.14	SNX11	-0.124943758723512	0.089027171027041	-1.40343399977926	0.160487460252003	0.36262222233052	-1.09046522170506
ENSG00000002933.7	TMEM176A	-0.000311284822276223	0.0586958541087511	-0.00530335280068465	0.995768556515132	NA	-1.00021578947611
ENSG00000003056.7	M6PR	-0.0639979642032791	0.0814448929391367	-0.785782409353824	0.431994973791558	0.641752703077449	-1.0453586250915
ENSG00000003096.13	KLHL13	0.20792680279415	0.12770621042515	1.62816516206953	0.103489869618497	NA	1.15502718110329
ENSG00000003137.8	CYP26B1	-0.0246322734928497	0.0432963733900392	-0.568922326841273	0.569408852832342	NA	-1.01722038118604
ENSG00000003147.17	ICA1	0.14099686825405	0.176365878032049	0.799456617273937	0.424025692361098	0.635080801005405	1.10266676944043
ENSG00000003249.13	DBNDD1	0.0841617522806532	0.18587276592714	0.452792273579464	0.65069832776526	0.805627546101317	1.06007162999127
ENSG00000003393.14	ALS2	-0.0904266944045565	0.089624107921129	-1.00895502897651	0.312996202152929	0.535429619949049	-1.06468502928983
ENSG00000003400.14	CASP10	-0.121976286397059	0.136102573975147	-0.896208520048501	0.37014140610135	0.588170281301324	-1.08822455435828
ENSG00000003402.19	CFLAR	0.126690790396688	0.088355221662311	1.43388005839534	0.151606493507038	0.350282452172229	1.09178652050298
ENSG00000003436.14	TFPI	0.00566084458464634	0.0601423599610148	0.0941240847269011	0.925010588465224	NA	1.00393150663911
ENSG00000003509.15	NDUFAF7	-0.144626558732976	0.0987365377557407	-1.46477243399764	0.142983015094306	0.337855027601868	-1.1054444722451
ENSG00000003756.16	RBM5	-0.0414647374079375	0.0786319851174316	-0.52732660056862	0.597966804936087	0.767996775519679	-1.02915817869177
ENSG00000003987.13	MTMR7	-0.00995659486050197	0.186930073030933	-0.053263740280326	0.957521770235966	0.979364895535228	-1.00692525509666
ENSG00000003989.16	SLC7A2	0.0617677279708096	0.0552363039331706	1.11824513178038	0.26346231363021	NA	1.04374387248491
ENSG00000004059.10	ARF5	0.161220327249725	0.13655114452771	1.18065892312612	0.237738245770306	0.45659514610672	1.11823261352968
ENSG00000004139.13	SARM1	-0.502038117541073	0.111262964339856	-4.51217636092798	6.41657988651566e-06	0.000198143357819144	-1.41621285557374
ENSG00000004142.11	POLDIP2	0.16093505268941	0.0855800933794494	1.88051971357227	0.0600372822447546	0.194750185118863	1.11801151913982
ENSG00000004399.12	PLXND1	-0.251981656066966	0.186943873823255	-1.34790004568538	0.177690533402672	0.385153351088292	-1.19084170766225
ENSG00000004455.16	AK2	0.0513626710872944	0.100533601816629	0.510900536329918	0.609420705610708	0.776427492161928	1.03624322624533
ENSG00000004468.12	CD38	0.361056666840009	0.0884769330033365	4.08079998462869	4.48809641009498e-05	0.000961658616850114	1.28436625592778
ENSG00000004478.7	FKBP4	-0.0792250888897011	0.102306502754126	-0.774389572089111	0.438700448420779	0.646454613994549	-1.05645043960596
ENSG00000004487.15	KDM1A	-0.157167752596764	0.0727086303323497	-2.16161069020766	0.030648196765033	0.124596725328213	-1.11509587145941
ENSG00000004534.14	RBM6	-0.108151056922221	0.0708407179939486	-1.52667928819496	0.126840780129106	0.313653972295703	-1.07784599465531
ENSG00000004660.14	CAMKK1	-0.559436818598876	0.178584581110585	-3.13261545380816	0.0017325627213428	0.0161932920817492	-1.47369382266952
ENSG00000004700.15	RECQL	-0.0605895013221302	0.103782966612801	-0.583809687655015	0.559348359739424	0.741263537488433	-1.04289181104362
ENSG00000004766.15	VPS50	0.047483198992634	0.0971260841308494	0.488882048705517	0.624925205382723	0.78702845487974	1.033460464592
ENSG00000004776.11	HSPB6	0.0688498001728968	0.156625111160913	0.439583408194119	0.660238859816564	NA	1.04888012236544
ENSG00000004777.18	ARHGAP33	0.273362355106956	0.125871571665011	2.17175611213047	0.0298740636421497	0.122321523505832	1.20862136916547
ENSG00000004779.9	NDUFAB1	-0.153463406797924	0.108385626991808	-1.41590182256844	0.156804251264305	0.358616657989177	-1.11223636060313
ENSG00000004799.7	PDK4	NA	NA	NA	NA	NA	NA
ENSG00000004809.13	SLC22A16	NA	NA	NA	NA	NA	NA
ENSG00000004838.13	ZMYND10	-0.0206575056740771	0.184177284735371	-0.11216098501918	0.910695763362743	0.957031939495137	-1.01442169532101
ENSG00000004846.16	ABCB5	0.0087858127744578	0.0347256935870681	0.253006113540369	0.800263488944357	NA	1.00610844225842
ENSG00000004848.6	ARX	-0.051359254630818	0.185728385574243	-0.276528837915773	0.782141913365705	0.886934663115629	-1.03624077231322
ENSG00000004864.13	SLC25A13	-0.368751949284018	0.0880188707501528	-4.18946466980636	2.79613310169383e-05	0.000658476279406366	-1.29123532182551
ENSG00000004866.18	ST7	0.167106714323775	0.0928317940621659	1.80010217417397	0.0718445063749399	0.218773904787702	1.12280447142581
ENSG00000004897.11	CDC27	-0.154828968852007	0.0852907895159669	-1.81530701885486	0.0694767409679234	0.214333364215197	-1.113289630189
ENSG00000004939.13	SLC4A1	-0.0386874064009303	0.0696140164758546	-0.555741621579168	0.578387499004929	NA	-1.02717885295999
ENSG00000004948.13	CALCR	-0.00758403617009022	0.0347256935870681	-0.218398407250663	0.827118706418463	NA	-1.00527069478542
ENSG00000004961.14	HCCS	0.134037520099089	0.0871598488272768	1.53783561929655	0.124088812015682	0.310012877768308	1.09736047620816
ENSG00000004975.11	DVL2	0.0315831965354408	0.0837888067401224	0.376938134868045	0.706219580592058	0.840133645319661	1.02213318738856
ENSG00000005001.9	PRSS22	0.055608841857824	0.0520354529485053	1.06867219764292	0.285217403531865	NA	1.03929761204025
ENSG00000005007.12	UPF1	0.279057778104181	0.0809070548512402	3.44911551430553	0.000562426048457856	0.00708600578452052	1.2134021544909
ENSG00000005020.12	SKAP2	0.00854035096301589	0.0994170716315316	0.0859042699896543	0.931542517100516	0.968358430111337	1.00593727636002
ENSG00000005022.5	SLC25A5	-0.311588994585129	0.0926632625747073	-3.36259468884898	0.000772136401993929	0.00904943863136885	-1.24107387504159
ENSG00000005059.15	CCDC109B	-0.272941035949587	0.092173215789339	-2.96117514846603	0.00306467601621067	0.0243921999281824	-1.20826845952414
ENSG00000005073.5	HOXA11	-0.0666519158661569	0.105393811977843	-0.632408246891849	0.527120146470545	NA	-1.04728341484197
ENSG00000005075.15	POLR2J	0.197779698869948	0.122201416581317	1.6184730455914	0.105560691166923	0.278234131383275	1.14693187308675
ENSG00000005100.12	DHX33	-0.145115053981671	0.0741910106424995	-1.95596545625897	0.0504692235252328	0.174836020353605	-1.10581883812971
ENSG00000005102.12	MEOX1	NA	NA	NA	NA	NA	NA
ENSG00000005108.15	THSD7A	0.089512806819468	0.186568869972075	0.479784257860734	0.631380807671196	0.791320593970291	1.06401080896647
ENSG00000005156.11	LIG3	0.102641854175243	0.0865594957441244	1.1857954265198	0.235703098087093	0.454279230962105	1.07373788549759
ENSG00000005175.9	RPAP3	-0.238419928410621	0.0858968041066747	-2.77565540290101	0.00550905643320853	0.0376185022638174	-1.17969992013604
ENSG00000005187.11	ACSM3	-0.0709221809372428	0.177157679028733	-0.400333653760163	0.68891078374809	0.830113555732926	-1.050387884493
ENSG00000005189.19	AC004381.6	0.0779597798928061	0.0964277071685759	0.808479037632991	0.418814868652861	0.630800780652409	1.0555242908425
ENSG00000005194.14	CIAPIN1	0.111043633462252	0.105660877401434	1.05094370019631	0.293284448065036	0.516218323717713	1.08000922358214
ENSG00000005206.16	SPPL2B	0.122190086167397	0.100737677948441	1.2129531735875	0.225147724079864	0.441637268516614	1.08838583542857
ENSG00000005238.19	FAM214B	-0.160893102143898	0.130592657943285	-1.23202257062394	0.217940652980544	0.433301923134272	-1.1179790101827
ENSG00000005243.9	COPZ2	-0.0862062624850713	0.18407219758219	-0.468328534224074	0.639549666009619	0.796450157364356	-1.06157497175045
ENSG00000005249.12	PRKAR2B	0.388192007401674	0.119952988298854	3.23620122272006	0.00121131960974303	0.0125401937248582	1.30875224090095
ENSG00000005302.17	MSL3	0.181683883608988	0.0862905199924211	2.10549065673663	0.0352486197778673	0.136902455032387	1.13420693574376
ENSG00000005339.13	CREBBP	0.34336230201995	0.125844646373001	2.72846173370165	0.0063630472293105	0.0420608772518798	1.26870996871149
ENSG00000005379.15	BZRAP1	0.213370168383222	0.139616611894111	1.52825774446559	0.126448556815142	0.313443070513725	1.15939339225845
ENSG00000005381.7	MPO	0.0194991403312117	0.0540850564593132	0.360527317668243	0.718452831672386	NA	1.01360752511508
ENSG00000005421.8	PON1	NA	NA	NA	NA	NA	NA
ENSG00000005436.13	GCFC2	-0.0318810285098872	0.10810123465635	-0.294918264451242	0.768056319153052	0.879139267143852	-1.02234421977013
ENSG00000005448.16	WDR54	0.117755890878618	0.0934119723030222	1.26060812094435	0.207450071316524	0.421694651261194	1.08504576275445
ENSG00000005469.11	CROT	-0.411994750789363	0.135900908065541	-3.03158203027364	0.00243275808689877	0.0206399455466919	-1.3305241999921
ENSG00000005471.15	ABCB4	0.00102514259285463	0.178215933350955	0.00575224994521588	0.995410393889285	0.997786264031435	1.00071082721592
ENSG00000005483.19	KMT2E	0.165495054224868	0.116386892462707	1.42193893765053	0.155043978237126	0.355810397415219	1.12155086707141
ENSG00000005486.16	RHBDD2	0.39480406482457	0.129876784980999	3.0398355247424	0.00236707378004232	0.0202325390466439	1.31476418743788
ENSG00000005513.9	SOX8	-0.315736410731467	0.189013680920406	-1.67044210341803	0.0948319253136315	0.260642981463011	-1.24464680996969
ENSG00000005700.14	IBTK	-0.158340312846613	0.12275925857555	-1.28984416070878	0.197104771640647	0.40936847077878	-1.11600254164769
ENSG00000005801.16	ZNF195	-0.167623496338908	0.097258105957873	-1.72349126777683	0.0847997229404879	0.242551697867719	-1.12320673876364
ENSG00000005810.17	MYCBP2	0.0687977889850735	0.10019924468524	0.686609856203914	0.492328615778601	0.691348951060035	1.04884230944161
ENSG00000005812.10	FBXL3	-0.159361382727271	0.122089065064889	-1.30528792764997	0.19179482328284	0.402915547520478	-1.11679267392946
ENSG00000005844.17	ITGAL	0.309443180867889	0.0872833279178605	3.54527248501679	0.000392207411236383	0.0053945646006192	1.23922931763974
ENSG00000005882.11	PDK2	0.350978178113448	0.131686888041488	2.66524772005298	0.0076931629791958	0.0480070135586369	1.27542509973428
ENSG00000005884.17	ITGA3	0.0453003005320592	0.0995291730175866	0.455145955287448	0.649004238529976	0.804596868737358	1.03189794905207
ENSG00000005889.15	ZFX	-0.0906471419047344	0.100494853673798	-0.902007800309568	0.367052724128414	0.585403215835067	-1.06484772832141
ENSG00000005893.15	LAMP2	-0.284840960501232	0.119476476266302	-2.38407567248926	0.0171220811589886	0.0838403033509898	-1.2182759562354
ENSG00000005961.17	ITGA2B	-0.125611898631564	0.165147782682214	-0.760602998063088	0.446894228511552	NA	-1.09097035414737
ENSG00000005981.12	ASB4	0.0261928065472193	0.0430404119358685	0.608563100795767	0.542814068730735	NA	1.01832128250266
ENSG00000006007.11	GDE1	-0.12360951168191	0.0795107970043179	-1.5546254891043	0.12003528959366	0.303496811878493	-1.08945719341649
ENSG00000006015.17	C19orf60	0.081556816217871	0.103302795769591	0.789492826503724	0.429824020815498	0.639658969791455	1.0581592873096
ENSG00000006016.10	CRLF1	0.0882445390531555	0.187913752019633	0.469601283060625	0.638639907827197	0.795806230958797	1.06307585209818
ENSG00000006025.11	OSBPL7	-0.0145998966259636	0.099762714432292	-0.146346224729806	0.883648076584203	0.942602837768552	-1.01017125631041
ENSG00000006042.11	TMEM98	-0.0894974721971287	0.186905033320363	-0.47883928328311	0.632052967906261	0.791416750412541	-1.06399949949583
ENSG00000006047.12	YBX2	-0.415487873590044	0.188964074856675	-2.19876647931721	0.0278945311500522	0.116758537528076	-1.33374963255454
ENSG00000006059.3	KRT33A	NA	NA	NA	NA	NA	NA
ENSG00000006062.13	MAP3K14	0.257770505195589	0.108506141907988	2.37563054646413	0.017518994053408	0.0849583549187402	1.19562958845343
ENSG00000006071.11	ABCC8	0.0811391445401119	0.072949430611681	1.11226563195573	0.26602395611982	NA	1.05785298612841
ENSG00000006116.3	CACNG3	0.00878581277445778	0.0347256935870681	0.253006113540368	0.800263488944358	NA	1.00610844225842
ENSG00000006118.14	TMEM132A	-0.160805629164554	0.114667112329695	-1.40236922250383	0.160805019101225	0.363209472150651	-1.11791122732667
ENSG00000006125.16	AP2B1	0.105560627344129	0.08250655263555	1.27942113652978	0.200748794645645	0.413003602831561	1.07591240584836
ENSG00000006128.11	TAC1	-0.00758403617009022	0.0347256935870681	-0.218398407250663	0.827118706418463	NA	-1.00527069478542
ENSG00000006194.9	ZNF263	0.0420407331266002	0.0816447331785883	0.514922781787296	0.606606980454515	0.774565860620901	1.02956915193246
ENSG00000006210.6	CX3CL1	0.0718998553371679	0.0582060266723791	1.23526479039476	0.216731973143312	NA	1.05109994446246
ENSG00000006282.20	SPATA20	-0.612952453481961	0.114460795871315	-5.35513010211015	8.54948777269301e-08	4.76615028531678e-06	-1.52938587348736
ENSG00000006283.17	CACNA1G	0.129906452356437	0.133907129717353	0.970123492532767	0.331984940305785	NA	1.09422274705671
ENSG00000006327.13	TNFRSF12A	-0.0217134444049493	0.175199296711425	-0.123935682462893	0.901366200216515	0.95319059564612	-1.01516444359952
ENSG00000006377.10	DLX6	0.000958578878216303	0.0437477457138726	0.0219115033831865	0.98251854860597	NA	1.00066465703344
ENSG00000006432.15	MAP3K9	-0.137485085041612	0.0916196204418688	-1.50060745044064	0.133457123171722	0.324064664869826	-1.09998594127728
ENSG00000006451.7	RALA	-0.240135425422694	0.105711202861001	-2.27161756676297	0.0231096189388035	0.101910426674829	-1.18110352611865
ENSG00000006453.13	BAIAP2L1	0.0367426055081662	0.102168920205785	0.359626052953879	0.719126797914201	0.847388564059205	1.025795114579
ENSG00000006459.10	KDM7A	-0.0651348884631711	0.142427592897464	-0.457319309679429	0.647441552490472	0.803023835383683	-1.04618275075227
ENSG00000006468.13	ETV1	-0.326743758090017	0.178865752139335	-1.82675416720069	0.0677367398964961	0.21113685946461	-1.25417942571869
ENSG00000006530.15	AGK	-0.0256128122548807	0.0924454902734507	-0.277058536648125	0.7817351589186	0.886934663115629	-1.01791197782653
ENSG00000006534.15	ALDH3B1	0.0523259384000861	0.187831910136508	0.27857853525558	0.780568287217985	0.886124358225289	1.0369353423953
ENSG00000006555.10	TTC22	-0.0709212529221463	0.187364188559771	-0.378520855384922	0.705043703906671	0.839509084729245	-1.05038720883011
ENSG00000006576.16	PHTF2	-0.144975463763208	0.115609788371954	-1.25400682593394	0.209839524399203	0.424497136786377	-1.10571184807199
ENSG00000006606.8	CCL26	NA	NA	NA	NA	NA	NA
ENSG00000006607.13	FARP2	-0.21828761528317	0.0864915283511308	-2.52380342265413	0.0116092826171814	0.064389857749521	-1.16335194395193
ENSG00000006611.15	USH1C	NA	NA	NA	NA	NA	NA
ENSG00000006625.17	GGCT	-0.066200432546728	0.100049403195415	-0.661677435670719	0.508177968724168	0.703343318461583	-1.0469557246497
ENSG00000006634.7	DBF4	-0.0477970057271775	0.083069716068322	-0.575384243372953	0.565031458103031	0.746308277627487	-1.0336852814228
ENSG00000006638.11	TBXA2R	0.0453065898616332	0.0838869668092291	0.540090929317624	0.589134325839849	NA	1.03190244754984
ENSG00000006652.13	IFRD1	-0.162037784818539	0.104824457123523	-1.54580132599778	0.122152556710986	0.307004843472367	-1.1188664042559
ENSG00000006659.12	LGALS14	-0.186470713455236	0.159890706910101	-1.16623859546809	0.243517991973988	NA	-1.13797645910249
ENSG00000006695.10	COX10	0.164094139047816	0.103094031133699	1.59169388608936	0.111453502753127	0.288621161230693	1.12046232445798
ENSG00000006704.10	GTF2IRD1	-0.248536291017488	0.0939152981842443	-2.64638771129604	0.00813565105246004	0.0500249231868931	-1.18800119803344
ENSG00000006712.14	PAF1	0.26896236358813	0.110791543606713	2.42764343588254	0.0151972761269963	0.0771883563901281	1.20494088060185
ENSG00000006715.15	VPS41	-0.0705816454838392	0.0956659433883108	-0.737792813032181	0.460640361313307	0.665307487191088	-1.05013997894652
ENSG00000006740.16	ARHGAP44	-0.294014238279321	0.105152397855864	-2.79607735319869	0.00517270182359193	0.0359984461738433	-1.22604696012451
ENSG00000006744.18	ELAC2	0.167152528878916	0.100266833541782	1.66707696827049	0.095499101193574	0.26139326003429	1.12284012802869
ENSG00000006747.14	SCIN	0.0766826185334653	0.122395157325495	0.626516769201393	0.530976041281529	NA	1.05459029004742
ENSG00000006756.15	ARSD	0.000910590557756825	0.0426533240658319	0.0213486422852156	0.982967541734732	NA	1.00063137250952
ENSG00000006757.11	PNPLA4	0.0267768170230286	0.120612611683722	0.222006775653316	0.824308608737472	0.909171335155686	1.01873358771411
ENSG00000006788.12	MYH13	-0.0566226981316485	0.0545334110285971	-1.03831205610732	0.299124797637003	NA	-1.04002823681218
ENSG00000006831.9	ADIPOR2	-0.105416785145185	0.075207842679822	-1.40167276960689	0.161012985681053	0.36341859666707	-1.07580513862484
ENSG00000006837.11	CDKL3	-0.0243133695444309	0.179538264868495	-0.135421658231127	0.892278501071288	0.947477187947506	-1.01699555214315
ENSG00000007001.12	UPP2	NA	NA	NA	NA	NA	NA
ENSG00000007038.10	PRSS21	NA	NA	NA	NA	NA	NA
ENSG00000007047.14	MARK4	0.0763122342553549	0.120617835307085	0.63267786278098	0.526944028932723	0.717338500326675	1.05431957897092
ENSG00000007062.11	PROM1	-0.0171567006565671	0.0999188962720048	-0.171706266749206	0.863668458837873	NA	-1.01196311106875
ENSG00000007080.10	CCDC124	0.184052265899779	0.137076677420976	1.34269570405866	0.179370526325253	0.387373467044859	1.13607042155618
ENSG00000007129.17	CEACAM21	0.363155767179434	0.151564100362105	2.39605398845645	0.0165726490784847	0.0822366308545998	1.2862363503339
ENSG00000007168.12	PAFAH1B1	-0.0390776831606019	0.0887776493951676	-0.440174789790379	0.659810517229386	0.811368898614201	-1.02745676218632
ENSG00000007171.16	NOS2	0.0880958429972739	0.0815319418702579	1.08050711140256	0.279916421758505	NA	1.06296628837484
ENSG00000007174.17	DNAH9	0.0194991403312117	0.0540850564593132	0.360527317668243	0.718452831672386	NA	1.01360752511508
ENSG00000007202.14	KIAA0100	0.177453071887766	0.082456574084156	2.15207912599735	0.0313911228897441	0.126640011939765	1.1308856609185
ENSG00000007216.14	SLC13A2	NA	NA	NA	NA	NA	NA
ENSG00000007237.18	GAS7	-0.384041203477001	0.0856374649141086	-4.48449990739661	7.30851378704213e-06	0.000220286998093167	-1.30499221783093
ENSG00000007255.10	TRAPPC6A	-0.0588118263926531	0.0992642037549275	-0.592477692541141	0.553530754262832	0.736812886736124	-1.04160756118462
ENSG00000007264.13	MATK	0.00878581277445778	0.0347256935870681	0.253006113540368	0.800263488944358	NA	1.00610844225842
ENSG00000007306.14	CEACAM7	NA	NA	NA	NA	NA	NA
ENSG00000007312.12	CD79B	0.392175033838783	0.102129041674655	3.83999523943549	0.00012303669617802	0.00213224117626806	1.31237046724619
ENSG00000007314.11	SCN4A	0.565247558228913	0.172362083249043	3.27941939186356	0.00104020922176271	0.0112687841659401	1.47964138547698
ENSG00000007341.18	ST7L	0.000729295470494684	0.114241092204809	0.00638382788906832	0.994906476884791	0.997439858539944	1.00050563689043
ENSG00000007350.16	TKTL1	0.344594403261465	0.16236518558385	2.12234169549547	0.0338090544846723	0.133237496857174	1.26979394472325
ENSG00000007372.20	PAX6	0.0566280427508943	0.136389956288975	0.415192176107997	0.678001225847468	0.823999668410493	1.040032089716
ENSG00000007376.7	RPUSD1	0.106864343441929	0.13308944726498	0.80295129056448	0.422002888762029	0.633406527938147	1.07688511196738
ENSG00000007384.15	RHBDF1	0.307175075028547	0.188366450982907	1.63073134003263	0.102947020618183	0.273634918305589	1.23728261724063
ENSG00000007392.16	LUC7L	-0.066856245851267	0.0886494140050984	-0.754164554854496	0.450750418288654	0.656153035241912	-1.04743175288507
ENSG00000007402.11	CACNA2D2	0.0238597399380693	0.185207039918408	0.128827392028837	0.89749423042872	0.950544624529218	1.01667582638228
ENSG00000007516.13	BAIAP3	0.0580730560870823	0.182323895367588	0.318515880598095	0.750093650452161	0.867171031569718	1.04107431491678
ENSG00000007520.3	TSR3	-0.0249025145500289	0.12198405659064	-0.204145650227045	0.838239681690046	0.917699953640978	-1.01741094152707
ENSG00000007541.15	PIGQ	-0.0609571102597954	0.0984188805301562	-0.619363987188594	0.535676599911855	0.72367461744472	-1.04315758113886
ENSG00000007545.15	CRAMP1	-0.00827118032642188	0.0929265948748227	-0.0890076768395918	0.929075809102422	0.966805175972454	-1.00574961125296
ENSG00000007866.18	TEAD3	-0.0742810329933043	0.18626789131409	-0.398786030535179	0.690050871096166	0.830732456199515	-1.05283622431223
ENSG00000007908.15	SELE	0.0202720654517912	0.0775118310321829	0.26153511253494	0.79367987559227	NA	1.01415071171995
ENSG00000007923.15	DNAJC11	0.154545206460948	0.0801850574094189	1.9273566853217	0.0539351937368175	0.1818244144976	1.11307067978543
ENSG00000007933.12	FMO3	0.385683012555748	0.16177826854659	2.38402237841158	0.0171245609864409	NA	1.3064781643401
ENSG00000007944.14	MYLIP	-0.824990373574728	0.108409351715918	-7.60995578810006	2.74189700355635e-14	7.05003272404212e-12	-1.77152321762429
ENSG00000007952.17	NOX1	0.165305357247345	0.188827500072627	0.875430523540082	0.381339697667061	0.598244160242473	1.12140340636983
ENSG00000007968.6	E2F2	0.381842326050485	0.0807162011554474	4.73067761594866	2.23771642878049e-06	7.87513667212441e-05	1.30300473456026
ENSG00000008018.8	PSMB1	-0.124687445538844	0.0984301934247428	-1.26676013934868	0.205241068891897	0.418690451257937	-1.09027150385141
ENSG00000008056.12	SYN1	0.0656773864539222	0.101751274319693	0.645469915664841	0.518622708022037	NA	1.0465762218228
ENSG00000008083.13	JARID2	0.0313201552049233	0.100329589798274	0.312172662799644	0.754909306619299	0.870980069056461	1.02194684255683
ENSG00000008086.10	CDKL5	0.286708447950775	0.106070798985677	2.70299131045002	0.00687185428352787	0.0443992267272655	1.21985396692617
ENSG00000008118.9	CAMK1G	0.00878581277445778	0.0347256935870681	0.253006113540368	0.800263488944358	NA	1.00610844225842
ENSG00000008128.22	CDK11A	-0.052429697226147	0.163656948063297	-0.320363405566313	0.748692862970753	0.866727968455281	-1.0370099216098
ENSG00000008130.15	NADK	0.0265327474500398	0.0727058709992256	0.36493266754651	0.715161668319042	0.844928906522095	1.01856125687928
ENSG00000008196.12	TFAP2B	NA	NA	NA	NA	NA	NA
ENSG00000008197.4	TFAP2D	NA	NA	NA	NA	NA	NA
ENSG00000008226.19	DLEC1	-0.177757224147696	0.174780878242524	-1.01702901332858	0.309139627533172	0.531457525994226	-1.13112410194703
ENSG00000008256.15	CYTH3	-0.226279997563462	0.111694313790517	-2.02588645638534	0.0427764214463348	0.15549770596995	-1.16981467909512
ENSG00000008277.14	ADAM22	-0.177026108256052	0.130243530477854	-1.35919310238717	0.174085406432908	0.379942919904436	-1.13055102636772
ENSG00000008282.8	SYPL1	-0.310730194460647	0.147658588938949	-2.10438279746207	0.0353450687768778	0.137061410132313	-1.24033531477841
ENSG00000008283.15	CYB561	-0.493525228885755	0.141222119992248	-3.49467370205776	0.000474641641901601	0.00627230751002819	-1.40788083643061
ENSG00000008294.20	SPAG9	-0.317932236507837	0.104860718009295	-3.03194792619725	0.0024298111738961	0.0206399455466919	-1.24654264270043
ENSG00000008300.14	CELSR3	-0.475876107712432	0.0925772730577091	-5.14031243300707	2.74282006278398e-07	1.31394638673062e-05	-1.39076253402876
ENSG00000008311.14	AASS	-0.340642900739554	0.148135797422227	-2.29953128593644	0.0214747889229314	0.0970750767679773	-1.26632077224021
ENSG00000008323.15	PLEKHG6	0.0173815589965001	0.0982135700782042	0.176977162958843	0.859526327733007	NA	1.01212084785479
ENSG00000008324.10	SS18L2	-0.167124253160648	0.106207004144731	-1.57357091941793	0.115586680696067	0.295991176847509	-1.12281812143749
